grp_id,soil_series,soil_series_id,grp_properties,grp_resourcefullness,grp_properties_upper_organic,grp_properties_upper_N,grp_properties_upper_P,grp_properties_upper_K,grp_properties_upper_pH,grp_properties_lower_organic,grp_properties_lower_N,grp_properties_lower_P,grp_properties_lower_K,grp_properties_lower_pH,grp_properties_upper_pH_upper,grp_properties_upper_pH_lower,grp_properties_lower_pH_upper,grp_properties_lower_pH_lower,grp_awc,grp_awc_lst,grp_awc_min,grp_awc_max,grp_awc_avg
47,"ชุดดินลี้ (Li) ชุดดินมวกเหล็ก 
                        (Ml) ชุดดินนครสวรรค์ (Ns) ชุดดินโป่งน้ำร้อน (Pon) ชุดดินสบปราบ 
                        (So) ชุดดินท่าลี่ (Tl)หรือดินคล้ายอื่นๆ ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้","['Li', 'Ml', 'Ns', 'Pon', 'So']","เป็นกลุ่มชุดดินที่เกิดจากการสลายตัวผุพังอยู่กับที่ 
                        หรือจากการสลายตัวผุพังแล้วถูกเคลื่อนย้ายมาในระยะทางไม่ไกลนัก 
                        ของวัสดุเนื้อละเอียดที่มาจากทั้งหินตะกอน หรือหินอัคนี 
                        พบบริเวณพื้นที่ดอน ที่มีสภาพพื้นที่เป็นลูกคลื่นลอนลาดจนถึงเนินเขา 
                        เป็นดินตื้น มีการระบายน้ำดี เนื้อดินเป็นพวกดินเหนียวหรือดินร่วนที่มีเศษหินปะปนมาก 
                        มักพบชั้นหินพื้นตื้นกว่า 50 ซม. สีดินเป็นสีน้ำตาล สีเหลืองหรือสีแดง 
                        ดินมี ปฏิกิริยาดินเป็นกรดจัดถึงเป็นกลาง",ต่ำ,3.2,0.16000000000000003,19.2,96.9,"[5.5, 7.0]",2.6,0.13,11.6,82.3,"[5.5, 6.5]",7.0,5.5,6.5,5.5,"มีค่าระหว่าง 14.93-19.07 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 16.89 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['14.93', '19.07', '16.89', '120', '33', '1,500']",14.93,19.07,16.89
48,"ชุดดินแม่ริม (Mr) ชุดดินน้ำชุน 
                        (Ncu) ชุดดินพะเยา (Pao) และชุดดินท่ายาง (Ty)หรือดินคล้ายอื่นๆ 
                        ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้","['Mr', 'Ncu', 'Pao']","เป็นกลุ่มชุดดินที่เกิดจากวัตถุต้นกำเนิดดินพวกตะกอนลำน้ำ 
                        หรือจากการสลายตัวผุพังอยู่กับที่ หรือจากการสลายตัวผุพังแล้วถูกเคลื่อนย้ายมาในระยะทางไม่ไกลนัก 
                        ของวัสดุเนื้อค่อนข้างหยาบ ที่มาจากพวกหินตะกอน หรือหินแปร 
                        พบบริเวณพื้นที่ดอน ที่มีสภาพพื้นที่เป็นลูกคลื่นลอนลาดจนถึงเนินเขา 
                        เป็นดินตื้น มีการระบายน้ำดี เนื้อดินบนส่วนใหญ่เป็นดินร่วนปนทราย 
                        ส่วนดินล่างเป็นดินปนเศษหินหรือปนกรวด ก้อนกรวดส่วนใหญ่เป็นหินกลมมน 
                        หรือเศษหินต่างๆ ถ้าเป็นดินปนเศษหินมักพบชั้นหินพื้นตื้นกว่า 
                        50 ซม. สีดินเป็นสีน้ำตาล สีเหลืองหรือสีแดง ปฏิกิริยาดินเป็นกรดจัดมากถึงกรดจัด",ต่ำ,1.3,0.065,1.5,141.0,"[4.5, 5.5]",1.1,0.05500000000000001,1.2,161.4,"[4.5, 5.5]",5.5,4.5,5.5,4.5,"มีค่าระหว่าง 13.26-17.78 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 16.14 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['13.26', '17.78', '16.14', '120', '33', '1,500']",13.26,17.78,16.14
49,"ชุดดินบรบือ (Bb) ชุดดินโพนพิสัย 
                        (Pp) ชุดดินสกล (Sk) ชุดดินสระแก้ว (Ska)หรือดินคล้ายอื่นๆ 
                        ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้","['Bb', 'Pp', 'Sk']","เป็นกลุ่มชุดดินที่เกิดจากวัตถุต้นกำเนิดดินพวกตะกอนลำน้ำ 
                        หรือจากการสลายตัวผุพังอยู่กับที่ หรือจากการสลายตัวผุพังแล้วถูกเคลื่อนย้ายมาทับถมในระยะทางไม่ไกลนัก 
                        ของวัตถุต้นกำเนิดดินที่มาจากวัสดุเนื้อค่อนข้างหยาบ วางทับอยู่บนชั้นดินที่เกิดจากการสลายตัวผุพังของหินพื้นหรือจากวัตถุต้นกำเนิดดินที่ต่างชนิดต่างยุคกัน 
                        พบบริเวณพื้นที่ดอน มีสภาพพื้นที่ค่อนข้างราบเรียบถึงลูกคลื่นลอนลาดเล็กน้อย 
                        เป็นดินตื้นถึงตื้นมากถึงชั้นลูกรัง มีการระบายน้ำดีปานกลาง 
                        เนื้อดินบนเป็นดินร่วนปนทราย ส่วนดินชั้นล่างเป็นดินเหนียว 
                        ปนลูกรังหรือเศษหินทราย พบภายในความลึกก่อน 50 ซม. สีดินเป็นสีน้ำตาล 
                        สีหรือสีเหลือง และก่อนความลึก 100 ซม. จะเป็นชั้นดินเหนียวสีเทา 
                        มีจุดประสีน้ำตาล สีแดง และมีศิลาแลงอ่อนปะปนอยู่จำนวนมาก 
                        อาจพบชั้นหินทรายหรือหินดินดานที่ผุพังสลายตัวแล้วในชั้นถัดไป 
                        ปฏิกิริยาดินเป็นกรดจัดมากถึงกรดเล็กน้อย",ต่ำ,1.6,0.08000000000000002,2.0,94.9,"[5.0, 6.5]",1.0,0.05,1.4,105.5,"[4.5, 5.5]",6.5,5.0,5.5,4.5,"มีค่าระหว่าง 12.03-16.84 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 14.81 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['12.03', '16.84', '14.81', '120', '33', '1,500']",12.03,16.84,14.81
50,"ชุดดินพะโต๊ะ (Pto) ชุดดินสวี 
                        (Sw)หรือดินคล้ายอื่นๆ ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้",['Pto'],"เป็นกลุ่มชุดดินที่พบในเขตฝนตกชุก 
                        เช่น ภาคใต้ ภาคตะวันออก เกิดจากการสลายตัวผุพังอยู่กับที่ 
                        หรือจากการสลายตัวผุพังแล้วถูกเคลื่อนย้ายมาทับถมในระยะทางไม่ไกลนัก 
                        ของวัสดุเนื้อหยาบที่มาจากพวกหินตะกอน หรือจากวัตถุต้นกำเนิดดินพวกตะกอนลำน้ำ 
                        พบบริเวณพื้นที่ดอน มีสภาพพื้นที่เป็นลูกคลื่นลอนลาดจนถึงเนินเขา 
                        เป็นดินลึกปานกลาง มีการระบายน้ำดี เนื้อดินช่วง 50 ซม. 
                        ตอนบนเป็นดินร่วนปนทรายหรือดินร่วนเหนียวปนทราย ในระดับความลึก 
                        ประมาณ 50-100 ซม. จะพบชั้นดินปนเศษหินหรือลูกรังปริมาณมาก 
                        สีดินเป็นสีน้ำตาล สีเหลืองหรือสีแดง ปฏิกิริยาดินเป็นกรดจัดมากถึงกรดจัด",ต่ำ,1.1,0.05500000000000001,1.9,42.2,"[5.0, 5.5]",0.8,0.04000000000000001,1.7,43.3,"[5.0, 5.5]",5.5,5.0,5.5,5.0,"มีค่าระหว่าง 15.45-17.76 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 16.57 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['15.45', '17.76', '16.57', '120', '33', '1,500']",15.45,17.76,16.57
51,"ชุดดินห้วยยอด (Ho) ชุดดินคลองเต็ง 
                        (Klt) ชุดดินระนอง (Rg) ชุดดินยี่งอ (Yg)หรือดินคล้ายอื่นๆ 
                        ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้","['Ho', 'Klt', 'Rg']","เป็นกลุ่มชุดดินที่พบในเขตฝนตกชุก 
                        เช่น ภาคใต้ ภาคตะวันออก เกิดจากการสลายตัวผุพังอยู่กับที่ 
                        หรือจากการสลายตัวผุพังแล้วถูกเคลื่อนย้ายมาทับถมในระยะทางไม่ไกลนัก 
                        ของวัสดุเนื้อค่อนข้างหยาบหรือค่อนข้างละเอียด ที่มาจากพวกหินตะกอนหรือหินแปร 
                        พบบริเวณพื้นที่ดอนที่เป็นเนินเขาหรือบริเวณที่ลาดเชิงเขา 
                        เป็นดินตื้นหรือตื้นมาก มีการระบายน้ำดี เนื้อดินเป็นพวกดินร่วนปนเศษหิน 
                        เศษหินส่วนใหญ่เป็นพวกเศษหินทราย ควอร์ตไซต์ หรือหินดินดาน 
                        และพบชั้นหินพื้น ภายในความลึก 50 ซม. สีดินเป็นสีน้ำตาล 
                        สีเหลืองหรือสีแดง ปฏิกิริยาดินเป็นกรดจัดมากถึงกรดจัด",ต่ำ,3.1,0.15500000000000003,2.2,94.5,"[5.0, 5.5]",2.6,0.13,1.8,76.4,"[4.5, 5.0]",5.5,5.0,5.0,4.5,"มีค่าระหว่าง 16.78-17.26 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 16.87 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['16.78', '17.26', '16.87', '120', '33', '1,500']",16.78,17.26,16.87
52,"ชุดดินบึงชะนัง (Bng) ชุดดินตาคลี 
                        (Tk)หรือดินคล้ายอื่นๆ ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้",['Bng'],"เป็นกลุ่มชุดดินที่เกิดจากตะกอนลำน้ำ 
                        ทับอยู่บนชั้นปูนมาร์ล พบบริเวณที่ลาดเชิงเขาหินปูน มีสภาพพื้นที่ค่อนข้างราบเรียบถึงเป็นลูกคลื่นลอนลาดเล็กน้อย 
                        เป็นดินตื้นถึงตื้นมากถึงชั้นปูนมาร์ล มีการระบายน้ำดี เนื้อดินเป็นพวกดินเหนียว 
                        ดินร่วนเหนียว หรือดินร่วนเหนียวปนทรายแป้ง ที่มีก้อนปูนหรือปูนมาร์ลปะปนอยู่มาก 
                        สีดินเป็นสีดำ สีน้ำตาลหรือสีแดง ปฏิกิริยาดินเป็นกลางถึงด่างจัด",ปานกลางถึงสูง,7.0,0.35000000000000003,6.5,354.0,"[7.0, 8.5]",5.6,0.27999999999999997,5.6,289.7,"[7.0, 8.5]",8.5,7.0,8.5,7.0,"มีค่าระหว่าง 16.46-20.46 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 18.36 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['16.46', '20.46', '18.36', '120', '33', '1,500']",16.46,20.46,18.36
53,"ชุดดินนาทอน (Ntn) ชุดดินโอลำเจียก 
                        (Oc) ชุดดินปะดังเบซาร์ (Pad) ชุดดินตราด (Td) ชุดดินตรัง 
                        (Tng)หรือดินคล้ายอื่นๆ ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้","['Ntn', 'Oc', 'Pad', 'Td']","เป็นกลุ่มชุดดินที่พบในเขตฝนตกชุก 
                        เช่น ภาคใต้ ภาคตะวันออก เกิดจากการสลายตัวผุพังอยู่กับที่ 
                        หรือจากการสลายตัวผุพังแล้วถูกเคลื่อนย้ายมาทับถมในระยะทางไม่ไกลนัก 
                        ของวัสดุเนื้อละเอียดที่มาจากพวกหินตะกอน หรือหินแปร พบบริเวณพื้นที่ดอน 
                        ที่เป็นลูกคลื่นลอนลาดถึงเป็นเนินเขา เป็นดินลึกปานกลาง 
                        มีการระบายน้ำดี เนื้อดินบนเป็นดินร่วนหรือดินร่วนปนดินเหนียวทับอยู่บนดินเหนียว 
                        ส่วนดินล่างในระดับความลึกระหว่าง 50-100 ซม.เป็นดินเหนียวปนลูกรังหรือดินปนเศษหินผุ 
                        สีดินเป็นสีน้ำตาลอ่อน สีเหลืองหรือสีแดง ปฏิกิริยาดินเป็นกรดจัดมากถึงกรดจัด",ต่ำ,2.9,0.145,2.5,64.6,"[5.0, 5.5]",2.3,0.11499999999999999,2.4,49.5,"[5.0, 5.5]",5.5,5.0,5.5,5.0,"มีค่าระหว่าง 17.09-20.69 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 19.18 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['17.09', '20.69', '19.18', '120', '33', '1,500']",17.09,20.69,19.18
54,"ชุดดินลำพญากลาง (Lg) ชุดดินลำนารายณ์ 
                        (Ln) และชุดดินสมอทอด (Sat)หรือดินคล้ายอื่นๆ ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้","['Lg', 'Ln']","เป็นกลุ่มชุดดินที่เกิดจากการสลายตัวผุพังอยู่กับที่ 
                        หรือจากการสลายตัวผุพังแล้วถูกเคลื่อนย้ายมาทับถมในระยะทางไม่ไกลนัก 
                        ของวัตถุต้นกำเนิดดินที่เป็นพวกหินอัคนี เช่น บะซอลต์ แอนดีไซต์ 
                        พบบริเวณพื้นที่ดอน มีสภาพพื้นที่เป็นลูกคลื่นลอนลาดถึงลูกคลื่นลอนชัน 
                        มักอยู่ใกล้กับบริเวณเทือกเขาหินปูน หรือหินภูเขาไฟ เป็นดินลึกปานกลาง 
                        มีการระบายน้ำดีถึงดีปานกลาง เนื้อดินเป็นดินร่วนเหนียวหรือดินเหนียว 
                        โดยปกติจะมีก้อนปูนหรือเศษหินที่กำลังผุพังสลายตัวปะปนอยู่ในเนื้อดินด้วย 
                        ในชั้นดินล่างลึกๆ อาจพบชั้นปูนมาร์ล สีดินเป็นสีเทาเข้มหรือสีน้ำตาลหรือน้ำตาลปนแดง 
                        ชั้นดินล่างอาจมีจุดประสีเหลืองและสีแดง ปฏิกิริยาของดินส่วนใหญ่จะเป็นกรดเล็กน้อยถึงเป็นด่างจัด",ปานกลาง,2.5,0.125,24.0,254.0,"[6.5, 8.0]",2.0,0.1,18.1,217.3,"[7.0, 8.5]",8.0,6.5,8.5,7.0,"มีค่าระหว่าง 16.39-22.05 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 20.15 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['16.39', '22.05', '20.15', '120', '33', '1,500']",16.39,22.05,20.15
55,"ชุดดินจัตุรัส (Ct) ชุดดินวังสะพุง 
                        (Ws)หรือดินคล้ายอื่นๆ ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้",['Ct'],"เป็นกลุ่มชุดดินที่เกิดจากการสลายตัวผุพังอยู่กับที่ 
                        หรือจากการสลายตัวผุพังแล้วถูกเคลื่อนย้ายมาทับถมในระยะทางไม่ไกลนัก 
                        ของวัตถุต้นกำเนิดดินที่มาจากวัสดุเนื้อละเอียดที่มีปูนปน 
                        พบบริเวณพื้นที่ดอน มีสภาพพื้นที่ค่อนข้างราบเรียบถึงลูกคลื่นลอนลาด 
                        เป็นดินลึกปานกลาง มีการระบายน้ำดีถึงดีปานกลาง เนื้อดินเป็นดินเหนียว 
                        ในดินชั้นล่างที่ระดับความลึกประมาณ 50 – 100 ซม. พบชั้นหินผุ 
                        ซึ่งส่วนใหญ่เป็นหินตะกอนเนื้อละเอียด บางแห่งมีก้อนปูนปะปนอยู่ด้วย 
                        สีดินเป็นสีน้ำตาล สีเหลืองหรือสีแดง ปฏิกิริยาดินเป็นกรดปานกลางถึงเป็นด่างปานกลาง",ปานกลาง,4.3,0.215,4.8,123.0,"[6.5, 7.5]",4.0,0.2,4.0,119.2,"[6.0, 8.0]",7.5,6.5,8.0,6.0,"มีค่าระหว่าง 14.66-17.89 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 16.30 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['14.66', '17.89', '16.30', '120', '33', '1,500']",14.66,17.89,16.30
56,"ชุดดินลาดหญ้า (Ly) ชุดดินภูสะนา 
                        (Ps) ชุดดินโพนงาม (Png)หรือดินคล้ายอื่นๆ ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้","['Ly', 'Ps']","เป็นกลุ่มชุดดินที่เกิดจากการสลายตัวผุพังอยู่กับที่ 
                        หรือจากการสลายตัวผุพังแล้วถูกเคลื่อนย้ายมาทับถมในระยะทางไม่ไกลนัก 
                        ของวัสดุเนื้อหยาบที่มาจากพวกหินตะกอนหรือหินอัคนี พบบริเวณพื้นที่ดอน 
                        มีสภาพพื้นที่เป็นลูกคลื่นลอนลาดจนถึงเนินเขา เป็นดินลึกปานกลาง 
                        มีการระบายน้ำดี เนื้อดินตอนบนช่วง 50 ซม. เป็นดินร่วนหรือดินร่วนปนทราย 
                        ส่วนดินล่างเป็นดินปนเศษหิน มักพบชั้นพบหินพื้นลึกกว่า 100 
                        ซม. สีดินเป็นสีน้ำตาล สีเหลืองหรือสีแดง ปฏิกิริยาดินเป็นกรดจัดมากถึงกรดปานกลาง",ต่ำ,1.9,0.095,2.7,60.4,"[5.0, 6.0]",1.6,0.08000000000000002,2.6,49.9,"[5.5, 6.0]",6.0,5.0,6.0,5.5,"มีค่าระหว่าง 11.39-15.79 
                        เปอร์เซ็นต์โดยน้ำหนัก เฉลี่ย 13.96 เปอร์เซ็นต์โดยน้ำหนัก 
                        ภายในความลึก 120 เซนติเมตร จากผิวหน้าดิน
                        (หมายเหตุ ปริมาณน้ำที่พืชใช้ประโยชน์ได้ หมายถึงผลต่างของความชื้นความจุสนามมีค่าพลังงาน 
                        -33 กิโลพาสคาล และความชื้นที่จุดเหี่ยวถาวรมีค่าพลังงาน 
                        -1,500 กิโลพาสคาล)","['11.39', '15.79', '13.96', '120', '33', '1,500']",11.39,15.79,13.96
57,"ชุดดินกาบแดง (Kd)หรือดินคล้ายอื่นๆ 
                        ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้",[],"เป็นกลุ่มชุดดินที่พบบริเวณพื้นที่ลุ่มต่ำหรือพื้นที่พรุ 
                        มีน้ำแช่ขังอยู่เป็นเวลานานหรือตลอดปี การระบายน้ำเลวมาก 
                        มีเนื้อดินเป็นพวกดินอินทรีย์ที่สลายตัวปานกลางหนา 40-100 
                        ซม. บางแห่งเป็นชั้นอินทรียวัตถุสลับกับพวกดินอนินทรีย์ 
                        สีดินเป็นสีดำหรือสีน้ำตาลในชั้นดินอินทรีย์ ส่วนดินอนินทรีย์ที่เกิดเป็นชั้นสลับอยู่ 
                        มีสีเป็นสีเทา ใต้ชั้นดินอินทรีย์ลงไปเป็นดินเลนตะกอนน้ำทะเล 
                        ที่มักพบระหว่างความลึก 50-100 ซม. มีสีเทาหรือสีเทาปนเขียว 
                        และมีสารประกอบกำมะถัน (ไพไรต์) อยู่มาก มีความอุดมสมบูรณ์ตามธรรมชาติต่ำปฏิกิริยาดินเป็นกรดจัดมาก",ต่ำ,41.4,2.07,53.4,117.8,"[4.5, 5.0]",48.1,2.4050000000000002,58.0,164.5,"[4.5, 5.0]",5.0,4.5,5.0,4.5,ไม่มีข้อมูล,[],,,
58,"ชุดดินนราธิวาส 
                          (Nw) หรือดินคล้ายอื่นๆ ที่มีลักษณะและสมบัติจัดอยู่ในกลุ่มชุดดินนี้",['Nw'],"เป็นกลุ่มชุดดินที่มีลักษณะคล้ายคลึงกับกลุ่มชุดดินที่ 
                        57 คือ พบบริเวณพื้นที่ลุ่มต่ำหรือพื้นที่พรุ มีน้ำแช่ขังอยู่เป็นเวลานานหรือตลอดปี 
                        เป็นดินลึก การระบายน้ำเลวมาก มีเนื้อดินเป็นพวกดินอินทรีย์ที่มีเนื้อหยาบ 
                        ที่มีความหนามากกว่า 100 ซม. มักมีเศษพืชขนาดเล็กและขนาดใหญ่ปะปนอยู่ทั่วไป",ต่ำ,103.1,5.155,59.5,203.8,"[4.0, 4.5]",103.8,5.19,45.1,200.1,"[4.0, 4.5]",4.5,4.0,4.5,4.0,ไม่มีข้อมูล,[],,,
59,"เนื่องจากหน่วยแผนที่นี้เป็นหน่วยผสมของดินหลายชนิด 
                        ดังนั้นในแผนที่ดินระดับจังหวัด จึงเรียกว่าเป็นพวกดินตะกอนน้ำพาเชิงซ้อนที่มีการระบายน้ำเลว 
                        (AC-pd : Alluvial Complex, poorly drained)","['AC', 'pd', 'Alluvial', 'Complex,', 'poorly', 'drained']","กลุ่มดินนี้พบบริเวณที่ราบลุ่มหรือบริเวณพื้นล่างของเนิน 
                        หรือหุบเขา ที่มีสภาพพื้นที่ราบเรียบถึงค่อนข้างราบเรียบ 
                        เป็นหน่วยผสมของดินหลายชนิดที่เกิดจากตะกอนลำน้ำพัดพามาทับถมกัน 
                        ดินที่พบส่วนใหญ่มีการระบายน้ำค่อนข้างเลวถึงเลว มีลักษณะและคุณสมบัติต่างๆ 
                        ไม่แน่นอน เช่น เนื้อดิน สีดิน ความลึกของดิน ปฏิกิริยาดินเป็นกรดจัดถึงเป็นกลาง 
                        ส่วนมากมีก้อนกรวดและเศษหินปะปนอยู่ในเนื้อดินด้วย",ไม่แน่นอนขึ้นอยู่กับชนิดของวัตถุต้นกำเนิดดินในบริเวณนั้นๆ,0.4,0.020000000000000004,2.2,25.0,"[5.5, 7.0]",,-1.0,,,"[-1, -1]",7.0,5.5,-1.0,-1.0,ไม่มีข้อมูล,[],,,
60,"เนื่องจากหน่วยแผนที่นี้เป็นหน่วยผสมของดินหลายชนิด 
                        ดังนั้นในแผนที่ดินระดับจังหวัด จึงเรียกว่าเป็น พวกดินตะกอนลำน้ำเชิงซ้อนที่มีการระบายน้ำดี 
                        (AC-wd : Alluvial Complex, well drained)","['AC', 'wd', 'Alluvial', 'Complex,', 'well', 'drained']","กลุ่มดินนี้พบบริเวณสันดินริมน้ำ 
                        บริเวณพื้นที่เนินตะกอน ซึ่งส่วนใหญ่มีสภาพพื้นที่ค่อนข้างเรียบจนถึงลูกคลื่นลอนลาด 
                        เป็นหน่วยผสมของดินหลายชนิดที่เกิดจากตะกอนลำน้ำพัดพามาทับถมกัน 
                        ดินที่พบส่วนใหญ่มีการระบายน้ำดีถึงดีปานกลาง เป็นดินลึกเนื้อดินเป็นพวกดินร่วน 
                        บางแห่งมีชั้นดินที่มีเนื้อดินค่อนข้างเป็นทราย หรือมีชั้นกรวด 
                        ซึ่งแสดงถึงการตกตะกอนต่างยุคของดินอันเป็นผลมาจากการเกิดน้ำท่วมใหญ่ในอดีต 
                        และปฏิกิริยาดินเป็นกรดปานกลางถึงเป็นกลาง",ไม่แน่นอนขึ้นอยู่กับวัตถุต้นกำเนิดดินในบริเวณนั้นๆ,2.0,0.1,5.6,59.0,"[6.0, 7.0]",1.4,0.06999999999999999,4.2,60.1,"[6.0, 7.0]",7.0,6.0,7.0,6.0,ไม่มีข้อมูล,[],,,
61,หน่วยแผนที่นี้ประกอบด้วยดินบริเวณเชิงเขาที่มีดินหลายอย่างเกิดปะปนกัน,[],"กลุ่มดินนี้เป็นหน่วยผสมของดินหลายชนิดซึ่งเกิดจากการผุพังสลายตัวของหินต้นกำเนิดชนิดต่างๆ 
                        แล้วถูกพัดพามาทับทมบริเวณที่ลาดเชิงเขา มีสภาพพื้นที่เป็นลูกคลื่นลอนลาดถึงลอนชัน 
                        ดินที่พบส่วนใหญ่มีการระบายน้ำดีถึงปานกลาง มีลักษณะและสมบัติต่างๆ 
                        เช่น เนื้อดิน สีดิน ความลึกของดิน ปฏิกิริยาดิน ตลอดจนความอุดมสมบูรณ์ตามธรรมชาติไม่แน่นอน 
                        ซึ่งขึ้นอยู่กับชนิดของวัตถุต้นกำเนิดดินในบริเวณนั้นๆ ส่วนใหญ่มักมีเศษหิน 
                        ก้อนหินและหินพื้นโผล่กระจัดกระจายทั่วไป",ไม่แน่นอน ขึ้นอยู่กับชนิดของวัตถุต้นกำเนิดดินในบริเวณนั้นๆ,1.3,0.065,1.5,141.0,"[5.5, 7.0]",1.1,0.05500000000000001,1.2,161.4,"[5.0, 6.5]",7.0,5.5,6.5,5.0,ไม่มีข้อมูล,[],,,
